symbol,company,industry,exchange,trading_volume_and_chartered_capital
BinhAnSeaFood,CTCP Thủy sản Bình An,Sản xuất thực phẩm,OTC,50000000
BinhDien,CTCP Thủy điện Bình Điền,"Phát, truyền tải và phân phối điện năng",OTC,0
BinhDinh,CTCP Vật tư Kỹ thuật Nông nghiệp Bình Định,"Sản xuất hóa chất, dược phẩm",OTC,0
BinhTriThien,CTCP Lương thực Bình Trị Thiên,Bán buôn hàng tiêu dùng,OTC,0
Biprica,CTCP In và Bao bì Bình Định,Sản xuất giấy,OTC,0
BJC,CTCP VRG - Bảo Lộc,Xây dựng công nghiệp nặng và dân dụng,OTC,0
BLU,Trung tâm Dịch vụ Đô thị tỉnh Bạc Liêu,Dịch vụ quản lý và tái chế chất thải,OTC,1337600
Bluechipfund,Quỹ đầu tư Cổ phiếu Hàng đầu VCBF,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
BM9,CTCP Đầu tư Xây dựng 319 Miền Nam,Bán buôn hàng lâu bền,OTC,3795680
BMJC,CTCP Xây dựng và Sản xuất Vật liệu Xây dựng,"Xây dựng nhà cửa, cao ốc",OTC,0
BNC,CTCP Dịch vụ Cáp treo Bà Nà,Dịch vụ hành chính và hỗ trợ,OTC,216400000
BongSen,CTCP Bông Sen,Khách sạn và phòng ở,OTC,32663788
BOT741,CTCP Kinh doanh BOT đường ĐT.741,Nhà thầu chuyên môn,Khác,0
BOTRM,Công ty TNHH B.O.T Cầu Rạch Miễu,"Xây dựng nhà cửa, cao ốc",Khác,0
BPMC,CTCP Vật tư Xăng dầu Bình Thuận,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
BPW,CTCP Cấp thoát nước Bình Phước,"Nước, chất thải và các hệ thống khác",OTC,13203858
Britec,CTCP Tư vấn Thiết kế Cầu Lớn - Hầm,"Xây dựng nhà cửa, cao ốc",OTC,0
BSMCorp,CTCP Phần mềm Giải pháp Quảnlý Mã vạch,Bán buôn hàng tiêu dùng,OTC,0
BTC,CTCP Cơ khí và Xây dựng Bình Triệu,"Sản xuất thiết bị, máy móc",OTC,30000000
BTCom,CTCP Đầu tư Thương mại Bến Thành,Chăn nuôi,OTC,0
BTJ,CTCP Vàng bạc Đá quý Bến Thành,Sản xuất sản phẩm kim loại tổng hợp,OTC,0
BTL,CTCP Tập đoàn Capella,"Xây dựng nhà cửa, cao ốc",OTC,13625400
BTR,CTCP Đường sắt Bình Trị Thiên,Hỗ trợ vận tải,OTC,1850000
BTWASECO,CTCP Cấp thoát nước Bình Thuận,Chăn nuôi,OTC,0
BUD,CTCP Khoa học Công nghệ Việt Nam,Dịch vụ quản lý và tái chế chất thải,OTC,10000000
BuuDienCM,CTCP Xây lắp và Dịch vụ Bưu điện Cà Mau,Chăn nuôi,OTC,0
BVA,CTCP Sản xuất và Thương mại Bắc Việt,Bán buôn hàng lâu bền,OTC,0
BVC,CTCP Nhựa Bảo Vân,Chăn nuôi,OTC,24000000
BVF1,Quỹ đầu tư Chứng khoán Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
BVFED,Quỹ đầu tư Cổ phiếu Năng động Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
BVFMC,Công ty TNHH Quản lý Quỹ Bảo Việt,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
BVIM,Công ty Cổ Phần Quản lý Quỹ BVIM,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
BXBTQuangNinh,Công ty TNHH MTV Bến Xe - Bến Tàu Quảng Ninh,Hỗ trợ vận tải,Khác,0
BXD,CTCP Vận tải và Quản lý Bến xe Đà Nẵng,Vận tải đường bộ,OTC,1736500
BXT,CTCP Bến xe Tàu Hậu Giang,Hỗ trợ vận tải,OTC,63400
C36,CTCP Quản lý và Xây dựng Công trình Giao thông 236,Xây dựng công nghiệp nặng và dân dụng,OTC,1123500
C42,CTCP Xây dựng Thủy lợi 42,"Xây dựng nhà cửa, cao ốc",OTC,0
C71,CTCP 471,Xây dựng công nghiệp nặng và dân dụng,OTC,5000000
CAA,Công ty TNHH Tư vấn và Kiểm toán CA&A,Dịch vụ pháp lý,Khác,0
CADICO,CTCP Cadico,Chăn nuôi,OTC,0
Cafatex,CTCP Thủy sản Cafatex,Chăn nuôi,OTC,0
CafeControl,CTCP Giám định Cà phê và Hàng Hoá Xuất nhập khẩu,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,1700000
CAGLOBAL,Công ty TNHH Kiểm toán và Tư vấn Toàn cầu,Dịch vụ pháp lý,Khác,0
CAM,CTCP Môi trường đô thị Cà Mau,"Nước, chất thải và các hệ thống khác",OTC,1310700
CamRanh,CTCP Thương mại Hàng không Cam Ranh,Vận chuyển du lịch,OTC,0
CangVatCach,CTCP Cảng Vật Cách,Hỗ trợ vận tải,OTC,0
CanHoNamLong,CTCP Phát triển Căn hộ Nam Long,Bất động sản,OTC,0
CanhXuanAudit,Công ty TNHH Kiểm toán Cảnh Xuân,Dịch vụ pháp lý,Khác,0
CaoSuBinhDuong,CTCP Cao su Bình Dương,Sản xuất các sản phẩm nhựa và cao su,OTC,0
CAPHEDALAT,Công ty TNHH MTV Xuất nhập khẩu Cà phê Đà Lạt,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
CapitaLand,Công ty TNHH Quản lý Bất động sản CapitalLand,Bất động sản,Khác,0
CapNuocCanTho2,CTCP Cấp nước Cần Thơ II,"Nước, chất thải và các hệ thống khác",OTC,0
CapNuocNghiaLo,Công ty TNHH Xây dựng Cấp thoát nước Nghĩa Lộ,"Nước, chất thải và các hệ thống khác",Khác,0
CapNuocYenBai,Công ty TNHH MTV Cấp nước Yên Bái,"Nước, chất thải và các hệ thống khác",Khác,0
CapQuang,CTCP Công nghệ Cáp quang và Thiết bị Bưu điện,"Sản xuất thiết bị, máy móc",OTC,0
CapVietNhat,CTCP Đầu tư Thương mại Việt Nhật,"Sản xuất các sản phẩm điện tử, vi tính",OTC,10000000
Caric,CTCP Caric,"Xây dựng nhà cửa, cao ốc",OTC,0
CASHIN,CTCP Công nghiệp Tàu thủy và Vận tải Cần Thơ,Vận tải đường thủy,OTC,4732985
CASOCO,CTCP Cảng Phú Định,Hỗ trợ vận tải,OTC,0
CathayLife,Công ty TNHH Bảo hiểm Nhân thọ Cathay - Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
CatTuongAudit,Công ty Kiểm toán Cát Tường VAI,Dịch vụ pháp lý,Khác,0
Cau14,CTCP Cầu 14 - Cienco 1,"Xây dựng nhà cửa, cao ốc",OTC,0
CauGiay,CTCP Đầu tư Thương mại Dịch vụ Cầu Giấy,"Xây dựng nhà cửa, cao ốc",OTC,7670000
CauTre,CTCP Thực phẩm CJ Cầu Tre,Sản xuất thực phẩm,OTC,11700000
Cavicob,CTCP Cavico Xây dựng Cầu Hầm,"Xây dựng nhà cửa, cao ốc",OTC,7000000
CavicoEc,CTCP Xây dựng Năng lượng,"Xây dựng nhà cửa, cao ốc",OTC,3250000
CavicoGiaoThong,CTCP CAVICO Giao thông,"Xây dựng nhà cửa, cao ốc",OTC,0
CavicoHaTang,CTCP Cavico Xây dựng Hạ tầng,"Xây dựng nhà cửa, cao ốc",OTC,0
CavicoHC,CTCP Cavico Xây dựng Thủy điện,"Xây dựng nhà cửa, cao ốc",OTC,6455103
CavicoVN,CTCP Xây dựng và Đầu Tư Cavico Việt Nam,"Xây dựng nhà cửa, cao ốc",OTC,0
CayTrong,CTCP Giống cây trồng Quảng Ninh,Trồng trọt,OTC,0
CBC,CTCP Chè Bàu Cạn,Trồng trọt,OTC,11882400
CBV,CTCP CTCBIO Việt Nam,"Sản xuất hóa chất, dược phẩm",Khác,0
CC7,CTCP Xây dựng Công trình Giao thông 710,"Xây dựng nhà cửa, cao ốc",OTC,3167323
CCH,CTCP Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,1000000
CCN2,CTCP Xây dựng Số 2 Quảng Ninh,"Xây dựng nhà cửa, cao ốc",OTC,0
CEC,CTCP Thiết kế Công Nghiệp Hóa chất,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,5977036
CEE,CTCP Xây dựng Hạ tầng CII,Xây dựng công nghiệp nặng và dân dụng,OTC,41500000
CemacoHanoi,CTCP Hóa chất và Vật tư Khoa học Kỹ thuật,Bán buôn hàng tiêu dùng,OTC,0
CER,CTCP Địa chính và Tài nguyên Môi trường,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,1335000
CFC,CTCP Cafico Việt Nam,Sản xuất thực phẩm,OTC,2234280
CGL,CTCP Thương mại Gia Lai,Bán buôn hàng lâu bền,OTC,1880000
CGP,CTCP Dược phẩm Cần Giờ,"Sản xuất hóa chất, dược phẩm",OTC,10735708
CheBienLamSan,Công ty Vận tải và Chế biến Lâm sản,Trồng rừng và khai thác gỗ,Khác,0
CheBienThucPham,Xí Nghiệp Kinh doanh Gia súc Gia cầm và Chế biến Thực phẩm,Chăn nuôi,Khác,0
CheLamDong,CTCP Chè Lâm Đồng,Chăn nuôi,OTC,0
ChieuSang,CTCP Điện - Chiếu sáng,"Sản xuất thiết bị, máy móc",OTC,0
CHIN2,CTCP Chín Chín Núi,Chăn nuôi,OTC,0
ChipSang,CTCP Chíp Sáng,"Sản xuất thiết bị, máy móc",OTC,0
ChoLonTourist,CTCP Dịch vụ Du lịch Chợ lớn,Khách sạn và phòng ở,OTC,0
ChuanVang,Công ty TNHH Kiểm toán Chuẩn Vàng,Dịch vụ pháp lý,Khác,0
CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
ChubbLifeVN,Công ty TNHH Bảo hiểm nhân thọ Chubb Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai Quảng Nam,Chăn nuôi,OTC,0
CIC,CTCP Đầu tư và Xây dựng Cotec,"Xây dựng nhà cửa, cao ốc",OTC,4635062
CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,"Xây dựng nhà cửa, cao ốc",OTC,1537200
CIC8,CTCP Đầu tư và Xây dựng Số 8,"Xây dựng nhà cửa, cao ốc",OTC,400000
CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,Xây dựng công nghiệp nặng và dân dụng,OTC,0
CIE,CTCP Đầu tư và Xây dựng Công trình 128,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO473,CTCP 473,"Xây dựng nhà cửa, cao ốc",OTC,2000000
CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO503,CTCP Xây dựng Giao thông 503,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO610,CTCP Xây dựng Công trình Giao thông 610,"Xây dựng nhà cửa, cao ốc",OTC,2686300
CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,"Xây dựng nhà cửa, cao ốc",Khác,0
Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,"Xây dựng nhà cửa, cao ốc",OTC,0
CHIN2,CTCP Chín Chín Núi,Chăn nuôi,OTC,0
ChipSang,CTCP Chíp Sáng,"Sản xuất thiết bị, máy móc",OTC,0
ChoLonTourist,CTCP Dịch vụ Du lịch Chợ lớn,Khách sạn và phòng ở,OTC,0
ChuanVang,Công ty TNHH Kiểm toán Chuẩn Vàng,Dịch vụ pháp lý,Khác,0
CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
ChubbLifeVN,Công ty TNHH Bảo hiểm nhân thọ Chubb Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai Quảng Nam,Chăn nuôi,OTC,0
CIC,CTCP Đầu tư và Xây dựng Cotec,"Xây dựng nhà cửa, cao ốc",OTC,4635062
CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,"Xây dựng nhà cửa, cao ốc",OTC,1537200
CIC8,CTCP Đầu tư và Xây dựng Số 8,"Xây dựng nhà cửa, cao ốc",OTC,400000
CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,Xây dựng công nghiệp nặng và dân dụng,OTC,0
CIE,CTCP Đầu tư và Xây dựng Công trình 128,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO473,CTCP 473,"Xây dựng nhà cửa, cao ốc",OTC,2000000
CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO503,CTCP Xây dựng Giao thông 503,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO610,CTCP Xây dựng Công trình Giao thông 610,"Xây dựng nhà cửa, cao ốc",OTC,2686300
CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,"Xây dựng nhà cửa, cao ốc",Khác,0
Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,"Xây dựng nhà cửa, cao ốc",OTC,0
CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,Bán buôn hàng tiêu dùng,OTC,0
CongThanh,CTCP Xi măng Công Thanh,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,"Xây dựng nhà cửa, cao ốc",OTC,0
CongTrinh525,CTCP Xây dựng Công trình 525,"Xây dựng nhà cửa, cao ốc",OTC,3130000
CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,"Xây dựng nhà cửa, cao ốc",OTC,0
CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,Xây dựng công nghiệp nặng và dân dụng,OTC,0
CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,"Xây dựng nhà cửa, cao ốc",OTC,0
CongTy118,CTCP 118,"Xây dựng nhà cửa, cao ốc",OTC,0
CONSTRAD423,CTCP Xây dựng và Thương mại 423,"Xây dựng nhà cửa, cao ốc",OTC,1250000
CoopBank,Ngân hàng Hợp tác xã Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,"Xây dựng nhà cửa, cao ốc",OTC,9700000
Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,"Xây dựng nhà cửa, cao ốc",OTC,2600000
Cosaco,CTCP Sài Gòn Xây dựng,"Xây dựng nhà cửa, cao ốc",OTC,0
Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
Cosevco75,CTCP Cosevco 75,"Xây dựng nhà cửa, cao ốc",OTC,0
COT60,CTCP Công trình Giao thông 60,Chăn nuôi,OTC,0
Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,"Xây dựng nhà cửa, cao ốc",OTC,0
COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,"Xây dựng nhà cửa, cao ốc",OTC,1556240
CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,Dịch vụ pháp lý,Khác,0
CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,Dịch vụ pháp lý,Khác,0
CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,Dịch vụ pháp lý,Khác,0
CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,Dịch vụ hành chính và hỗ trợ,Khác,0
CPT,CTCP Xây lắp Bưu điện,Viễn thông,OTC,0
CPW,CTCP Công trình Giao thông Công chánh,Xây dựng công nghiệp nặng và dân dụng,OTC,26875000
CRV,CTCP Tập đoàn Bất động sản CRV,Phát triển bất động sản,Khác,0
CSCJ,CTCP Chứng khoán Thủ Đô,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,7573667
CSG,CTCP Cáp Sài Gòn,Viễn thông,OTC,29742020
CST124,CTCP Xây dựng Giao thông và Thương mại 124,"Xây dựng nhà cửa, cao ốc",OTC,0
CT185,CTCP Trường Sơn 185,Xây dựng công nghiệp nặng và dân dụng,Khác,0
CT5,CTCP 319.5,"Xây dựng nhà cửa, cao ốc",OTC,4400000
CTCCorp,CTCP Đô thị Du lịch Cần Giờ,Vận chuyển du lịch,OTC,0
CTE,CTCP Hạ Tầng Viễn Thông CMC,Viễn thông,OTC,0
CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,"Xây dựng nhà cửa, cao ốc",OTC,6000000
CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Xây dựng công nghiệp nặng và dân dụng,OTC,4399996
CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Bán buôn hàng tiêu dùng,OTC,2000000
Cty479,CTCP 479,"Xây dựng nhà cửa, cao ốc",OTC,0
CTYCN2,Công ty TNHH MTV Cấp nước số 2,"Nước, chất thải và các hệ thống khác",Khác,0
CVC,CTCP Cơ điện Vật tư,"Sản xuất trang thiết bị, dụng cụ điện",OTC,2200000
